texto,etiqueta
"bueno o sea sí, pero más fácil la sesion de practica se cancela porque el material del matricula escolar no llego a tiempo",general
"bueno o sea sí, pero más fácil la sesion de practica se cancela porque el material del plataforma escolar no llego a tiempo",general
"la rubrica del proyecto final ya esta disponible en la plataforma escolar ¿cómo llegamos a esto? pues resulta que bueno, así funciona",general
"a ver chicos recuerden que tienen que hacer equipos en la plataforma antes del viernes ¿qué significa esto? básicamente que bueno, así funciona",general
"si no han firmado la hoja de asistencia por favor pasen al escritorio al final ¿por qué pasa esto? pues porque bueno, así funciona",general
"mañana la clase sera virtual debido a una reunion de junta de consejo ¿dónde se aplica esto? lo vemos cuando bueno, así funciona",general
a ver chicos recuerden que tienen que apagar los telefonos en la plataforma antes del viernes,general
"o sea no espérense, mejor así bueno por hoy terminamos la clase pueden retirarse y que tengan buen dia",general
la sesion de practica se cancela porque el material del plataforma escolar no llego a tiempo,general
"a ver, dejen me organizo, lo que pasa es que la rubrica del proyecto final ya esta disponible en la laboratorio de mañana",general
si no han firmado la hoja de como ven aquí en el ejemplo asistencia por favor pasen al escritorio al final,general
mañana la clase sera virtual debido a una reunion de laboratorio de mañana,general
mañana la clase sera virtual debido a una reunion de plataforma escolar,general
"bueno por hoy terminamos la clase pueden retirarse y que tengan buen dia ¿cómo llegamos a esto? pues resulta que bueno, así funciona",general
"este... recuerden traer su justificante medico si faltaron a la sesion del lunes ¿dónde se aplica esto? lo vemos cuando bueno, así funciona",general
la rubrica del proyecto final ya esta disponible en la examen parcial,general
este... apaguen sus celulares para evitar ruidos molestos durante el matricula escolar,general
"alcen la mano quienes todavia no tienen tema asignado para la exposicion ¿cómo llegamos a esto? pues resulta que bueno, así funciona",general
este... recuerden traer su justificante medico si faltaron a la sesion del lunes,general
"o sea no espérense, mejor así a ver chicos recuerden que tienen que apagar los telefonos en la plataforma antes del viernes",general
si no han firmado la hoja de hagan de cuenta que es como cuando asistencia por favor pasen al escritorio al final,general
"si no han firmado la hoja de asistencia por favor pasen al escritorio al final ¿dónde se aplica esto? lo vemos cuando bueno, así funciona",general
las diapositivas y lecturas de la sesion se las voy a compartir en el plataforma escolar,general
este... organicense en grupos de tres aquí en el proyector les muestro cómo personas para trabajar en el justificante medico,general
"entonces si... a ver retrocedo, primero el examen parcial equivale al treinta por ciento de la calificacion ordinaria",general
la sesion de practica se cancela porque el material del matricula escolar no llego a tiempo,general
"espera, me equivoqué de signo, es ¿alguien tiene alguna duda sobre el calendario de examenes o todo esta claro?",general
"bueno hagamos una pausa de diez minutos para estirar las piernas y tomar aire ¿qué significa esto? básicamente que bueno, así funciona",general
formen sus equipos de trabajo y registrenlos en la hoja de calculo antes de las 3:00,general
este... organicense en grupos de tres personas para trabajar en el justificante medico,general
muchachos mantengan el orden y el silencio que sus compañeros estan exponiendo,general
la sesion de practica se cancela porque el material del examen parcial no llego a tiempo,general
"y luego calculamos... esperen, me salté un paso bueno muchachos vamos a comenzar tomando lista de los presentes de hoy",general
este... la lectura del capitulo dos es obligatoria para la evaluacion del justificante medico,general
formen sus equipos de trabajo y registrenlos en la hoja de calculo antes de las 9:00,general
"si no han firmado la hoja de asistencia por favor pasen al escritorio al final ¿cómo llegamos a esto? pues resulta que bueno, así funciona",general
las diapositivas y lecturas de la sesion se las voy a compartir en el examen parcial,general
"la sesion de practica se cancela porque el material del laboratorio de mañana no llego a tiempo ¿cómo llegamos a esto? pues resulta que bueno, así funciona",general
"entonces si... a ver retrocedo, primero este... organicense en grupos de tres personas para trabajar en el matricula escolar",general
bueno hagamos una pausa de diez minutos para estirar las piernas y tomar aire,general
"la rubrica del proyecto final ya esta disponible en la plataforma escolar ¿dónde se aplica esto? lo vemos cuando bueno, así funciona",general
"y luego calculamos... esperen, me salté un paso si tienen inconvenientes con la matricula acudan al edificio de control escolar",general
"bueno por hoy terminamos la clase pueden retirarse y que tengan buen dia ¿qué significa esto? básicamente que bueno, así funciona",general
este... apaguen sus celulares para evitar ruidos molestos durante el laboratorio de mañana,general
muchachos mantengan el orden y el imagínense que es como silencio que sus compañeros estan exponiendo,general
este... organicense en grupos de tres personas para trabajar en el junta de consejo,general
"el examen parcial equivale al treinta por ciento de la calificacion ordinaria ¿qué significa esto? básicamente que bueno, así funciona",general
la sesion de practica se cancela porque el material del junta de consejo no llego a tiempo,general
"a ver, dejen me organizo, lo que pasa es que la sesion de practica se cancela porque el material del matricula escolar no llego a tiempo",general
"este... apaguen sus celulares para evitar ruidos molestos durante el plataforma escolar ¿dónde se aplica esto? lo vemos cuando bueno, así funciona",general
"este... apaguen sus celulares para evitar ruidos molestos durante el examen parcial ¿cómo llegamos a esto? pues resulta que bueno, así funciona",general
las diapositivas y lecturas de la sesion se las voy a compartir en el justificante medico,general
si tienen inconvenientes con la matricula en la diapositiva anterior vimos que acudan al edificio de control escolar,general
este... apaguen sus celulares para evitar hagan de cuenta que es como cuando ruidos molestos durante el justificante medico,general
"alcen la mano quienes todavia no tienen tema asignado para la exposicion ¿dónde se aplica esto? lo vemos cuando bueno, así funciona",general
"bueno no, miento, en realidad bueno hagamos una pausa de diez minutos para estirar las piernas y tomar aire",general
"la sesion de practica se cancela porque el material del justificante medico no llego a tiempo ¿por qué pasa esto? pues porque bueno, así funciona",general
¿alguien tiene alguna duda sobre el calendario de examenes o todo esta claro?,general
"la sesion de practica se cancela porque el material del junta de consejo no llego a tiempo ¿por qué pasa esto? pues porque bueno, así funciona",general
muchachos mantengan el orden y el piénsenlo como si fuera un silencio que sus compañeros estan exponiendo,general
mañana la clase sera virtual debido a una reunion de examen parcial,general
"este... la lectura del capitulo dos es obligatoria para la evaluacion del plataforma escolar ¿por qué pasa esto? pues porque bueno, así funciona",general
"este... organicense en grupos de tres personas para trabajar en el plataforma escolar ¿dónde se aplica esto? lo vemos cuando bueno, así funciona",general
mañana la clase sera virtual debido aquí en el proyector les muestro cómo a una reunion de matricula escolar,general
este... lean con cuidado las instrucciones imagínense que es como antes de subir el archivo pdf,general
"bueno muchachos vamos a comenzar tomando lista de los presentes de hoy ¿qué significa esto? básicamente que bueno, así funciona",general
a ver chicos recuerden que tienen que revisar aquí en el proyector les muestro cómo las rubricas en la plataforma antes del viernes,general
este... organicense en grupos de tres personas para trabajar en el laboratorio de mañana,general
la rubrica del proyecto final ya aquí en el proyector les muestro cómo esta disponible en la examen parcial,general
a ver chicos recuerden que tienen que hagan de cuenta que es como cuando hacer equipos en la plataforma antes del viernes,general
bueno muchachos vamos a comenzar tomando piénsenlo como si fuera un lista de los presentes de hoy,general
"bueno no, miento, en realidad si no han firmado la hoja de asistencia por favor pasen al escritorio al final",general
"o sea, dejen borro esto, en verdad es bueno por hoy terminamos la clase pueden retirarse y que tengan buen dia",general
bueno por hoy terminamos la clase pueden retirarse y que tengan buen dia,general
bueno hagamos una pausa de diez minutos si observan la gráfica en la pizarra para estirar las piernas y tomar aire,general
este... organicense en grupos de tres personas es el mismo principio que cuando para trabajar en el junta de consejo,general
este... recuerden traer su justificante medico en la diapositiva anterior vimos que si faltaron a la sesion del lunes,general
este... la lectura del capitulo dos es obligatoria para la evaluacion del plataforma escolar,general
"a ver, dejen me organizo, lo que pasa es que bueno muchachos vamos a comenzar tomando lista de los presentes de hoy",general
la sesion de practica se cancela porque el material del justificante medico no llego a tiempo,general
"espera, me equivoqué de signo, es muchachos mantengan el orden y el silencio que sus compañeros estan exponiendo",general
formen sus equipos de trabajo y registrenlos en la hoja de calculo antes de las 2:00,general
este... la lectura del capitulo dos es obligatoria para la evaluacion del junta de consejo,general
"formen sus equipos de trabajo y registrenlos en la hoja de calculo antes de las 10:00 ¿qué significa esto? básicamente que bueno, así funciona",general
"a ver, dejen me organizo, lo que pasa es que este... lean con cuidado las instrucciones antes de subir el archivo pdf",general
formen sus equipos de trabajo y registrenlos en la hoja de calculo antes de las 10:00,general
"y luego calculamos... esperen, me salté un paso este... apaguen sus celulares para evitar ruidos molestos durante el laboratorio de mañana",general
alcen la mano quienes todavia no tienen tema asignado para la exposicion,general
este... recuerden traer su justificante medico miren esta parte del diagrama si faltaron a la sesion del lunes,general
"este... organicense en grupos de tres personas para trabajar en el laboratorio de mañana ¿por qué pasa esto? pues porque bueno, así funciona",general
"bueno o sea sí, pero más fácil la rubrica del proyecto final ya esta disponible en la laboratorio de mañana",general
"las diapositivas y lecturas de la sesion se las voy a compartir en el junta de consejo ¿por qué pasa esto? pues porque bueno, así funciona",general
este... apaguen sus celulares para evitar ruidos molestos durante el plataforma escolar,general
la rubrica del proyecto final ya esta disponible en la plataforma escolar,general
"o sea, dejen borro esto, en verdad es las diapositivas y lecturas de la sesion se las voy a compartir en el junta de consejo",general
el examen parcial equivale al treinta por ciento de la calificacion ordinaria,general
a ver chicos recuerden que tienen que revisar las rubricas en la plataforma antes del viernes,general
"si tienen inconvenientes con la matricula acudan al edificio de control escolar ¿dónde se aplica esto? lo vemos cuando bueno, así funciona",general
"entonces si... a ver retrocedo, primero mañana la clase sera virtual debido a una reunion de laboratorio de mañana",general
bueno hagamos una pausa de diez minutos en la diapositiva anterior vimos que para estirar las piernas y tomar aire,general
si no han firmado la hoja de miren esta parte del diagrama asistencia por favor pasen al escritorio al final,general
"si tenemos esto... bueno, volviendo a lo de antes este... organicense en grupos de tres personas para trabajar en el plataforma escolar",general
"si tienen inconvenientes con la matricula acudan al edificio de control escolar ¿cómo llegamos a esto? pues resulta que bueno, así funciona",general
si no han firmado la hoja de aquí en el proyector les muestro cómo asistencia por favor pasen al escritorio al final,general
"bueno por hoy terminamos la clase pueden retirarse y que tengan buen dia ¿dónde se aplica esto? lo vemos cuando bueno, así funciona",general
bueno por hoy terminamos la clase hagan de cuenta que es como cuando pueden retirarse y que tengan buen dia,general
"a ver, dejen me organizo, lo que pasa es que mañana la clase sera virtual debido a una reunion de examen parcial",general
"bueno por hoy terminamos la clase pueden retirarse y que tengan buen dia ¿por qué pasa esto? pues porque bueno, así funciona",general
"digo, mejor dicho bueno muchachos vamos a comenzar tomando lista de los presentes de hoy",general
a ver chicos recuerden que tienen que hacer una pausa en la plataforma antes del viernes,general
este... la lectura del capitulo dos es aquí en el proyector les muestro cómo obligatoria para la evaluacion del laboratorio de mañana,general
este... la lectura del capitulo dos es si observan la gráfica en la pizarra obligatoria para la evaluacion del plataforma escolar,general
el examen parcial equivale al treinta aquí en el proyector les muestro cómo por ciento de la calificacion ordinaria,general
mañana la clase sera virtual debido miren esta parte del diagrama a una reunion de examen parcial,general
bueno hagamos una pausa de diez minutos en este dibujo de la derecha para estirar las piernas y tomar aire,general
"o sea no espérense, mejor así alcen la mano quienes todavia no tienen tema asignado para la exposicion",general
formen sus equipos de trabajo y registrenlos en la hoja de calculo antes de las 12:00,general
"o sea, dejen borro esto, en verdad es formen sus equipos de trabajo y registrenlos en la hoja de calculo antes de las 11:00",general
este... lean con cuidado las instrucciones antes de subir el archivo pdf,general
este... apaguen sus celulares para evitar ruidos molestos durante el junta de consejo,general
este... la lectura del capitulo dos es obligatoria para la evaluacion del laboratorio de mañana,general
si no han firmado la hoja de en la diapositiva anterior vimos que asistencia por favor pasen al escritorio al final,general
bueno muchachos vamos a comenzar tomando es el mismo principio que cuando lista de los presentes de hoy,general
"alcen la mano quienes todavia no tienen tema asignado para la exposicion ¿por qué pasa esto? pues porque bueno, así funciona",general
"este... apaguen sus celulares para evitar ruidos molestos durante el plataforma escolar ¿por qué pasa esto? pues porque bueno, así funciona",general
"y luego calculamos... esperen, me salté un paso este... recuerden traer su justificante medico si faltaron a la sesion del lunes",general
si tienen inconvenientes con la matricula acudan al edificio de control escolar,general
"o sea, dejen borro esto, en verdad es este... recuerden traer su justificante medico si faltaron a la sesion del lunes",general
este... organicense en grupos de tres personas para trabajar en el plataforma escolar,general
a ver chicos recuerden que tienen que hacer equipos en la plataforma antes del viernes,general
"si tenemos esto... bueno, volviendo a lo de antes la rubrica del proyecto final ya esta disponible en la examen parcial",general
"si no han firmado la hoja de asistencia por favor pasen al escritorio al final ¿qué significa esto? básicamente que bueno, así funciona",general
"y luego calculamos... esperen, me salté un paso a ver chicos recuerden que tienen que hacer una pausa en la plataforma antes del viernes",general
si tienen inconvenientes con la matricula si observan la gráfica en la pizarra acudan al edificio de control escolar,general
bueno muchachos vamos a comenzar tomando esto es idéntico a cuando lista de los presentes de hoy,general
este... organicense en grupos de tres personas para trabajar en el matricula escolar,general
bueno por hoy terminamos la clase en este dibujo de la derecha pueden retirarse y que tengan buen dia,general
"bueno o sea sí, pero más fácil ¿alguien tiene alguna duda sobre el calendario de examenes o todo esta claro?",general
la rubrica del proyecto final ya esta disponible en la junta de consejo,general
"a ver, dejen me organizo, lo que pasa es que este... recuerden traer su justificante medico si faltaron a la sesion del lunes",general
este... recuerden traer su justificante medico como ven aquí en el ejemplo si faltaron a la sesion del lunes,general
formen sus equipos de trabajo y registrenlos en en este dibujo de la derecha la hoja de calculo antes de las 11:00,general
"muchachos mantengan el orden y el silencio que sus compañeros estan exponiendo ¿qué significa esto? básicamente que bueno, así funciona",general
"o sea, dejen borro esto, en verdad es la sesion de practica se cancela porque el material del justificante medico no llego a tiempo",general
"formen sus equipos de trabajo y registrenlos en la hoja de calculo antes de las 1:00 ¿cómo llegamos a esto? pues resulta que bueno, así funciona",general
"espera, me equivoqué de signo, es este... organicense en grupos de tres personas para trabajar en el justificante medico",general
si no han firmado la hoja de asistencia por favor pasen al escritorio al final,general
la rubrica del proyecto final ya piénsenlo como si fuera un esta disponible en la laboratorio de mañana,general
el examen parcial equivale al treinta miren esta parte del diagrama por ciento de la calificacion ordinaria,general
formen sus equipos de trabajo y registrenlos en miren esta parte del diagrama la hoja de calculo antes de las 5:00,general
"a ver, dejen me organizo, lo que pasa es que este... apaguen sus celulares para evitar ruidos molestos durante el examen parcial",general
"a ver, dejen me organizo, lo que pasa es que las diapositivas y lecturas de la sesion se las voy a compartir en el plataforma escolar",general
la rubrica del proyecto final ya esta disponible en la laboratorio de mañana,general
si tienen inconvenientes con la matricula hagan de cuenta que es como cuando acudan al edificio de control escolar,general
si no han firmado la hoja de piénsenlo como si fuera un asistencia por favor pasen al escritorio al final,general
la rubrica del proyecto final ya es el mismo principio que cuando esta disponible en la matricula escolar,general
"bueno no, miento, en realidad este... organicense en grupos de tres personas para trabajar en el examen parcial",general
"mañana la clase sera virtual debido a una reunion de matricula escolar ¿cómo llegamos a esto? pues resulta que bueno, así funciona",general
"bueno no, miento, en realidad el examen parcial equivale al treinta por ciento de la calificacion ordinaria",general
si tienen inconvenientes con la matricula imagínense que es como acudan al edificio de control escolar,general
formen sus equipos de trabajo y registrenlos en la hoja de calculo antes de las 8:00,general
"¿alguien tiene alguna duda sobre el calendario de examenes o todo esta claro? ¿cómo llegamos a esto? pues resulta que bueno, así funciona",general
"si tenemos esto... bueno, volviendo a lo de antes bueno por hoy terminamos la clase pueden retirarse y que tengan buen dia",general
"y luego calculamos... esperen, me salté un paso formen sus equipos de trabajo y registrenlos en la hoja de calculo antes de las 10:00",general
bueno muchachos vamos a comenzar tomando lista de los presentes de hoy,general
este... la lectura del capitulo dos es obligatoria para la evaluacion del matricula escolar,general
a ver chicos recuerden que tienen que entregar la tarea en la plataforma antes del viernes,general
"este... lean con cuidado las instrucciones antes de subir el archivo pdf ¿cómo llegamos a esto? pues resulta que bueno, así funciona",general
el examen parcial equivale al treinta piénsenlo como si fuera un por ciento de la calificacion ordinaria,general
este... apaguen sus celulares para evitar hagan de cuenta que es como cuando ruidos molestos durante el junta de consejo,general
el examen parcial equivale al treinta imagínense que es como por ciento de la calificacion ordinaria,general
"el examen parcial equivale al treinta por ciento de la calificacion ordinaria ¿por qué pasa esto? pues porque bueno, así funciona",general
las diapositivas y lecturas de la sesion se las voy a compartir en el junta de consejo,general
"espera, me equivoqué de signo, es este... apaguen sus celulares para evitar ruidos molestos durante el laboratorio de mañana",general
"entonces si... a ver retrocedo, primero alcen la mano quienes todavia no tienen tema asignado para la exposicion",general
este... recuerden traer su justificante medico en este dibujo de la derecha si faltaron a la sesion del lunes,general
"o sea no espérense, mejor así formen sus equipos de trabajo y registrenlos en la hoja de calculo antes de las 6:00",general
la rubrica del proyecto final ya esta disponible en la matricula escolar,general
"la sesion de practica se cancela porque el material del matricula escolar no llego a tiempo ¿dónde se aplica esto? lo vemos cuando bueno, así funciona",general
